Unnamed: 0.1,id_house,Addresse,Titre,Prix,Surface,Nb_piece,Nb_chambre,Parking,Jardin,Ascenseur,Terrasse,Garage,Prix_sur,Reference,Date_publication,Date_modification,Titre_description,Description
138.0,VM94_140,Vitry-sur-Seine 94400 (Plateau),"Achat maison 5 pièces 121 m², Vitry-sur-Seine - 559 000 €",559 000 €,121 m²,5 pièces,3 chambres,2 places de parking,Jardin,,1 terrasse,,4 421 €/m²,Réf. de l’annonce : 1831,Publiée il y a plus de 2 mois,Modifiée le 24 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 121 m²,"MAISON- 5 pièces - 121 m2 - Vitry Sur Seine. Visite virtuelle guidée disponible ! Appellez nous au Voir le téléphone et laissez un message.Limite Villejuif, 10 Minutes à pied du Métro VILLEJUIF LOUIS ARAGON ligne 7 et future ligne 15. Maison de cinq pièces comprenant: Une entrée, une cuisine indépendante meublée et équipée, un salon / salle à manger avec cheminée, une salle d'eau et des WC.
A l'étage : 3 chambres dont une suite parentale avec sa salle de bains, WC. Nombreux rangements. Un sous-sol total (buanderie, chaufferie, cave à vin, une pièce chauffée, un bureau). Un grand garage avec fenêtres, une petite dépendance, un jardin. Lumineux, sol parquet bois massif, belle hauteur sous-plafond. dont 4.49 % honoraires TTC à la charge de l'acquéreur."
139.0,VM94_141,Chennevières-sur-Marne 94430 (Marne - Coteau Nord),"Achat maison 15 pièces 325 m², Chennevières-sur-Marne - 2 600 000 €",2 600 000 €,325 m²,15 pièces,12 chambres,6 places de parking,Jardin,,,,8 000 €/m²,Réf. de l’annonce : 003046E1LVNV,Publiée il y a plus de 2 mois,Modifiée le 17 nov. 2020,Descriptif de cette maison à vendre de 15 pièces et 325 m²,"Maison Chennevieres Sur Marne 15 pièce(s) 325 m2. EXCLUSIVITÉ - CHENNEVIERES SUR MARNE à seulement 1.6 km du RER A de La Varenne - Propriété unique sur un parc de plus de 3400 m² à l'abris des regards comprenant : grande entrée, espace de travail, double salon, cuisine équipée, dressing avec WC invités, 12 chambres avec chacune salle d'eau et WC privatifs, grand sous-sol, maison de gardien d'environ 60 m² avec gardien en place, 3 grands garages indépendants, piscine.. Bien d'exception à quelques pas des bords de Marne.."
140.0,VM94_142,Villiers-sur-Marne 94350 (Les Stades),"Achat maison 9 pièces 240 m², Villiers-sur-Marne - 1 350 000 €",1 350 000 €,240 m²,9 pièces,7 chambres,5 places de parking,Jardin,,1 terrasse,,5 625 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 2031,Descriptif de cette maison à vendre de 9 pièces et 240 m²,"Maison de Maitre. Magnifique maison de maitre des années 1880 à Villiers sur Marne. Edifiée sur son terrain de 1400m2, elle dispose de 240m2 habitable.
Elle est composée au rez-de-chaussée d'une magnifique entrée et ses carreaux de ciments donnant accès à deux espaces séjour et salle à manger avec leur cheminée respectives. Vous disposez également d'un séjour supplémentaires, d'une cuisine entièrement aménagée / équipée et d'un toilette séparé.
Au premier étage, un palier désert une première chambre avec son grand dressing et sa salle d'eau, deux autres chambres, une salle de bains, un dressing et un toilette séparé.
Au deuxième étage, vous disposerez de quatre chambres, d'une salle de bains et d'un dressing.
Les volumes de chaque pièces et le charme de l'ancien ne cesserons de vous séduire dans cette charmante demeure.
Un sous-sol complète le tout aménagée en buanderie, atelier chaufferie et cave à vin.
Coup de coeur à prévoir !"
141.0,VM94_143,Cachan 94230 (La Plaine),"Achat maison 7 pièces 160 m², Cachan - 799 000 €",799 000 €,160 m²,7 pièces,4 chambres,,Jardin,,2 terrasses,,4 994 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 1782,Descriptif de cette maison à vendre de 7 pièces et 160 m²,"Maison Cachan 7 pièce(s) 150 m2. L'agence Laforêt de Arcueil-Cachan vous propose en exclusivité une maison de 160m² (177m² au sol) située dans un quartier résidentiel à Cachan en limite de l'Hay-Les-Roses et à moins de dix minutes à pieds de son centre ville.
Maison calme et lumineuse (traversante est-ouest), composée au rez-de-jardin d'un studio de musique (possibilité chambre ou bureau), une cuisine donnant sur un magnifique jardin arboré et une grande terrasse (très calme et plein ouest), d'une salle d'eau, d'un wc de et nombreux rangements. A l'étage, un double séjour avec cuisine US entièrement équipée, et une chambre. Au 2ème étage, deux chambres, un bureau, une salle de bains et un wc. Sous les combles aménagés une grande chambre d'environ 18m² au sol.
Double vitrage bois et pvc. Electricité aux dernières normes.
Très bon état général.
Véritable coup de coeur !
Les conseillers de l'agence Laforêt Cachan, spécialistes des transactions, locations et gestions, se tiennent à votre disposition pour tout renseignement complémentaire et visite."
142.0,VM94_144,Villiers-sur-Marne 94350 (Le Bois de Gaumont),"Achat maison 8 pièces 190 m², Villiers-sur-Marne - 599 000 €",599 000 €,190 m²,8 pièces,4 chambres,4 places de parking,Jardin,,,,3 153 €/m²,Réf. de l’annonce : 003031E1AMQ5,Publiée il y a plus de 2 mois,Modifiée le 4 déc. 2020,Descriptif de cette maison à vendre de 8 pièces et 190 m²,"Maison Villiers Sur Marne. Quartier ultra résidentiel du BOIS DE GAUMONT !. Très belle maison possédant de magnifiques volumes .... Elle comprend entrée avec placards, vaste séjour de 43 m² avec grande cheminée centrale et accès direct sur terrasse et jardin exposé SUD, cuisine dinatoire récente totalement équipée avec accès sur les extérieurs, dégagement avec nombreux rangements, deux chambres en rez-de-chaussée, salle de bains aménagée et salle d'eau ! . A l'étage vous trouverez une gigantesque pièce de 40 m² à agencer ou diviser selon vos besoins, deux belles chambres et un point d'eau avec WC.. Un gigantesque sous sol total divisé en plusieurs pièces vous permettra de faire votre salle de cinéma, salle de jeux ou zone de stockage.. Totalement indépendante avec quadruple exposition, cette maison est en très bon état et conviendra à un grand nombre d'entre vous.. Ses 559 m² de terrain vous permettront de profiter pleinement des rayons de soleil à venir.... Alors laissez vous tenter par ce bien rare sur notre secteur !!. ."
143.0,VM94_145,Fontenay-sous-Bois 94120 (Victor Hugo),"Achat maison 7 pièces 220 m², Fontenay-sous-Bois - 1 050 000 €",1 050 000 €,220 m²,7 pièces,4 chambres,,Jardin,,,,4 545 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 4528,Descriptif de cette maison à vendre de 7 pièces et 220 m²,"Maison Fontenay Sous Bois 6 pièce(s) 220 m2. Fontenay sous Bois - Quartier Victor Hugo-La fontaine. Rare sur le secteur. Maison familiale de 220 m² (terrain de 460 m²), traversante, claire et calme sur terrasse avec jardin. Devant, possibilité de garer trois voitures. Le bien se compose au rez-de chaussée d'une grande pièce à vivre d'environ 100 m² avec cuisine américaine équipée, un espace buanderie et un WC. Au 1er étage, trois grandes chambres (possibilité quatre), dont la chambre parentale avec balcon sur le jardin, une salle de bains (douche + baignoire) et un WC. Au 2ème étage, une chambre mansardées sous les combles. Remise et dépendance d'environ 27 m² dans le jardin aménageable en studio.
Le secteur, le calme, les volumes, les possibilités d'aménagements et la proximité des transports (RER A et futures lignes de métro 15 et 1), sont les points forts du biens. A visiter rapidement !
dont 5.00 % honoraires TTC à la charge de l'acquéreur."
144.0,VM94_146,Le Perreux-sur-Marne 94170 (Pont de Bry),"Achat maison 7 pièces 250 m², Le Perreux-sur-Marne - 1 998 000 €",1 998 000 €,250 m²,7 pièces,4 chambres,,Jardin,,,,7 992 €/m²,,Publiée il y a plus de 2 mois,,Descriptif de cette maison à vendre de 7 pièces et 250 m²,"Villa d'Exception Le Perreux sur Marne. Bords de Marne - Propriété d’exception édifiée sur un jardin paysager de 800 m². Au calme, dans un environnement privilégié, belle architecture alliant élégance, modernité et matériaux nobles. Au rez-de-chaussée découvrez une réception baignée de lumière et ses 6 mètres de hauteur sous plafond, prolongée par une terrasse orientée plein sud. La cuisine est ouverte sur la salle à manger qui profite d’une superbe vue piscine. Prestations et aménagements haut de gamme, raffinés. À l'étage, une belle suite parentale d'environ 40 m² sur « terrasse solarium » avec vue sur le jardin. Son grand dressing ravira les plus exigeants. Deux jolies chambres avec vue sur Marne dont une avec mezzanine, une salle de bains et un wc séparés. En rez-de-jardin, une suite avec salle de douche et wc. Les plus de cette maison contemporaine, un vaste jardin paysagé, une piscine de nage au sel, un grand hammam et une cave à vin voûtée. Buanderie et nombreux espaces de rangement. Spacieux garage fermé. L’Alliance RARE d’un bien familial et de réception. Secteur résidentiel recherché."
145.0,VM94_147,Le Plessis-Trévise 94420 (Marbeau - Coeuilly),"Achat maison 7 pièces 240 m², Le Plessis-Trévise - 1 210 000 €",1 210 000 €,240 m²,7 pièces,4 chambres,,Jardin,,,,5 042 €/m²,,Publiée il y a plus de 2 mois,,Descriptif de cette maison à vendre de 7 pièces et 240 m²,"Maison d'architecte de 2014 composée d'un grand espace de vie (salon salle à manger cuisine équipée) entièrement ouvert et baigné de lumière, 3 suites parentales aménagées avec dressing, chambre, salle d'eau, terrasse ou balcon. mezzanine et salon tv, salle de jeux, buanderie, cave et garage 4 véhicules.
De très belles prestations haut de gamme; plancher chauffant basse température, aspirateur centralisé, arrosage automatique, tous les aménagements ont été réalisés sur mesure, jardin entièrement aménagé de 1004m²."
146.0,VM94_148,Vitry-sur-Seine 94400 (Les Ardoines),"Achat maison 4 pièces 75 m², Vitry-sur-Seine - 420 000 €",420 000 €,75 m²,4 pièces,2 chambres,,Jardin,,1 terrasse,,5 600 €/m²,Réf. de l’annonce : V 8247,Publiée le 8 déc. 2020,Modifiée le 9 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 75 m²,"VITRY / SEINE MAISON Plain pied sur un terrain de 429 m2. VITRY SUR SEINE, Quartier SAINT PAUL. Sur un beau terrain de 429 m2, Maison de plain-pied indépendante d'une superficie de 75 m2 comprenant : Entrée cuisine aménagée ouvrant sur une véranda, salon et salle à manger ouvrant sur une terrasse, deux chambres (3 chambres possible), salle de bains avec douche et baignoire,Water-Closets, chauffage central au gaz. En fond de jardin 4 boxes fermés. A 3 minutes du Tram T9 et à 8 minutes du Futur Metro ligne 15 sud et du RER.C"
147.0,VM94_149,Vitry-sur-Seine 94400 (Paul Forment - La Ferme),"Achat maison 5 pièces 130 m², Vitry-sur-Seine - 540 000 €",540 000 €,130 m²,5 pièces,3 chambres,,Jardin,,,,4 154 €/m²,,Publiée le 8 déc. 2020,Réf. de l’annonce : 10952,Descriptif de cette maison à vendre de 5 pièces et 130 m²,"Vitry sur Seine - Quartier de la Ferme. Située entre le futur T9 et la gare des Ardoines, venez découvrir cette maison familiale avec jardin, spacieuse, et au très beau potentiel d'aménagement. Elle offre un séjour lumineux de 38 m² ouvrant sur balcons, cuisine équipée, trois chambres, salle de bains et wc. De très beaux combles aménageables d'une surface au sol de 95 m² environ. Buanderie et garage d'environ 45 m²."
148.0,VM94_150,Le Plessis-Trévise 94420 (Marbeau - Coeuilly),"Achat maison 7 pièces 170 m², Le Plessis-Trévise - 690 000 €",690 000 €,170 m²,7 pièces,5 chambres,,Jardin,,,,4 059 €/m²,Réf. de l’annonce : 1513,Publiée le 5 déc. 2020,Modifiée le 7 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 170 m²,"Maison 7 pièce(s) 170 m2. Immobilière Thomas Depresle vous propose à quelques minutes du centre-ville du Plessis-Trévise dans un quartier pavillonaire, charmant mansart de 175 m² sous-sol total sur un terrain de 618m², clos et arboré. Pas de nuisance. Très bel emplacement. La maison, extrêmement agréable à vivre, offre au rez-de-chaussée, un hall d'entrée spacieux, la pièce de réception traversante très lumineuse aux nombreuses fenêtres et donnant sur une terrasse, comprenant le séjour et salle à manger. Un dégagement dessert un water-closets, bureau avec possibilité d'y intégrer une salle d'eau, une cuisine donnant sur une terrasse exposée au sud.
A l'étage, 2 chambres de 10m² chacune, 2 chambres de plus de 12m² dont une parentale. Toutes sont équipées de placard. Une salle de bains avec baignoire et douche, water-closets indépendants. Au sous-sol se trouve une pièce pouvant être utilisée en chambre d'appoint ou bureau parquetée et chauffée, des espaces de rangement, une buanderie avec une chaudière de marque FERROLI, un garage de plus de 45m². Cette maison offre des prestations de qualités, vous serez séduit par ses espaces et son jardin de 618m², un havre de pais à quelques minutes de toutes les commodités."
149.0,VM94_151,Champigny-sur-Marne 94500 (Le Plateau),"Achat maison 4 pièces 54 m², Champigny-sur-Marne - 285 000 €",285 000 €,"54,11 m²",4 pièces,3 chambres,,Jardin,,,,5 267 €/m²,,Publiée le 5 déc. 2020,Réf. de l’annonce : CD49,Descriptif de cette maison à vendre de 4 pièces et 54 m²,"Vente d'une maison T4 à CHAMPIGNY SUR MARNE. MAISON 4 PIÈCES AU CALME - AVEC JARDIN
En vente : dans la ville de CHAMPIGNY SUR MARNE (94500) limite CHENNEVIERES, découvrez cette maison de 4 pièces au calme de 54,11 m² et de 246 m² de terrain.
C'est une maison de plain-pied construite en 1930. Possibilité d'agrandir et surélevé en R+1 + combles.
Un jardin vient aussi compléter cette maison.
Le bien est situé dans la commune de Champigny-sur-Marne. On trouve plusieurs établissements scolaires (maternelles, primaires et collège) à moins de 10 minutes de la maison. Il y a de nombreux restaurants et un bureau de poste à proximité. Enfin le marché Rue Gabriel Péri anime le quartier le dimanche matin.
Cette maison de 4 pièces est proposée à l'achat pour 285 000 (honoraires à la charge du vendeur).
Les indices DPE et GES sont respectivement de classe F (375 kWh/m²/an) et de catégorie G (chiffre annuel : 87 Kg CO?/m²).
N'hésitez pas à prendre contact avec votre agence Guy Hoquet SAINT MAUR DES FOSSES pour une première visite de cette maison à vendre."
150.0,VM94_152,Nogent-sur-Marne 94130 (Le Port sous La Lune),"Achat maison 6 pièces 150 m², Nogent-sur-Marne - 750 000 €",750 000 €,150 m²,6 pièces,4 chambres,1 place de parking,Jardin,,,,4 833 €/m²,,Publiée le 4 déc. 2020,Réf. de l’annonce : 006093E1P8F5,Descriptif de cette maison à vendre de 6 pièces et 150 m²,"Maison Nogent Sur Marne 5 pièce(s) 150 m2. A découvrir en exclusivité chez ORPI, superbe maison individuelle de 150m2 sur terrain de 200m2.. Cette maison de 5 pièces se décompose de la manière suivante:. Au RDC un grand séjour avec cuisine US et WC indépendant.. Au 1er étage 2 belles chambres, une salle de bain et un WC.. Les combles sont aménagées d'une grande suite parentale avec WC indépendant.. Enfin, au sous sol un grand studio indépendant avec cuisine, pièce principale, salle d'eau et WC.. Laissez vous séduire par ce bien de qualité à 15 minutes de la Porte de Vincennes.. Maison vendue avec un box intérieur."
151.0,VM94_153,Villeneuve-le-Roi 94290 (Faisanderie),"Achat maison 5 pièces 106 m², Villeneuve-le-Roi - 395 000 €",395 000 €,"105,80 m²",5 pièces,4 chambres,2 places de parking,Jardin,,1 terrasse,,3 733 €/m²,Réf. de l’annonce : 321,Publiée le 4 déc. 2020,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 106 m²,"Maison. MAISON 5 PIÈCES AU CALME - AVEC TERRASSE
À vendre : découvrez cette maison de 5 pièces au calme de 105,8 m², dans la petite ville de VILLENEUVE LE ROI (94290).
Elle offre un grand séjour de 31 m², une cuisine aménagée et équipée et quatre chambres (entre 10 et 13 m²). Elle comporte également une salle d'eau avec wc et une salle de bains avec wc. Elle dispose également de deux dressings et d'un couloir. La maison est équipée de radiateurs fonctionnant au gaz. Cette maison de 5 pièces est en bon état général.
Ce logement bénéficie aussi d'une terrasse et d'un jardin, l'idéal pour profiter des beaux jours. Le terrain de la propriété s'étend sur 450 m².
Un garage et deux places de parking sont prévus pour garer vos véhicules.
Le bien est proche de toutes commodités : il se trouve à 550 mètres des commerces et à neuf minutes des écoles. Côté transports, on trouve deux gares à quelques pas du bien. L'aéroport le plus proche se situe à 7 km. Vous trouverez le cinéma Espace Culturel ainsi qu'un conservatoire et un théâtre à quelques minutes du logement.
Prenez contact avec votre agence Laforêt VILLENEUVE-LE-ROI pour une première visite de cette maison en vente."
152.0,VM94_154,Maisons-Alfort 94700 (Hector Berlioz),"Achat maison 6 pièces 284 m², Maisons-Alfort - 1 195 000 €",1 195 000 €,284 m²,6 pièces,4 chambres,1 place de parking,Jardin,,Terrasse,,4 085 €/m²,Réf. de l’annonce : 1182,Publiée le 3 déc. 2020,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 284 m²,"Maison de 284m2 secteur les Julliottes. BRISTOL IMMOBILIER: du standing au prestige. Coup de coeur pour cette maison de 264 m² sur parcelle de 278 m² avec terrasse et jardin à 5min du métro Maison-Alfort les Julliottes. Composé au RDC d'un espace de vie de 60 m² avec cuisine US ouverte aménagée équipée haut de gamme. Au 1er étage: de 3 chambres spacieuses (possibilité 4 chambres), d'une grande salle de bain avec douche et baignoire et d'une salle d'eau. Au 2ème: d'une grande suite parentale entièrement parqueté de 48 m² avec sa salle de bain Un sous-sol total composé: d'une chambre avec douche, d'un espace buanderie, d'une salle home cinéma ainsi qu'un garage viennent compléter ce bien. Un bien un coup de coeur pour au moins 3 raisons: 1. les prestations (cuisine haut-de-gamme, chambres climatisées, volets électriques centralisées, double vitrage) 2. l'agencement (beaux espaces beaux volumes, espace de vie traversant de 60 m², grande suite parentale) 3. Le secteur (calme et pavillonnaire, proche des écoles à 600m du métro) Bristol Immobilier les plus belles offres du marché. Visite informations Romain Leizerovici Voir le téléphone ."
153.0,VM94_155,Ormesson-sur-Marne 94490,"Achat maison 6 pièces 150 m², Ormesson-sur-Marne - 684 900 €",684 900 €,150 m²,6 pièces,4 chambres,2 places de parking,Jardin,,,,4 566 €/m²,Réf. de l’annonce : 003035E1QYB0,Publiée le 3 déc. 2020,Modifiée le 4 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 150 m²,"Maison récente indépendante 6 pieces 150 m² Ormesson Sur Marne. Dans un quartier résidentiel calme et recherché , proche toutes commodités , vous trouverez cette magnifique maison/villa indépendante avec de belles prestations , construite en 2010 par un constructeur réputé .Cette demeure vous propose en rez-de-jardin : entrée , double séjour avec baie vitrée donnant sur terrasse/jardin SUD OUEST , cuisine ouverte totalement équipée avec ilot central , chambre avec salle d'eau privative , wc , garage ,chaufferie/buanderie . A l'étage : dégagement , salle d'eau , wc , trois chambres dont une spacieuse suite parentale avec dressing , douche et baignoire . . Le tout sur un terrain clos de plus de 500 m² avec dépendance . . Commerces , écoles , golf , centre culturelle a pied ."
154.0,VM94_156,Saint-Maur-des-Fossés 94100 (Adamville),"Achat maison 6 pièces 131 m², Saint-Maur-des-Fossés - 770 000 €",770 000 €,131 m²,6 pièces,4 chambres,,Jardin,,,,5 878 €/m²,,Publiée il y a plus de 2 mois,Modifiée le 9 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 131 m²,"ADAMVILLE. SAINT MAUR DES FOSSES: L'Agence Arthurimmo vous propose cette maison familiale de 131m² sur le quartier d'Adamville.
Offrant de beaux volumes, le bien se dispose de la façon suivante: Une entrée, un séjour traversant, une cuisine, quatre chambres, une salle de bains, un WC et une pièce buanderie. l'ensemble sur un terrain clos sans vis à vis.
Un garage et un sous-sol partiel accompagne ce bien.
A proximité des commerces de la rue Baratte Cholet, des écoles et du RER du Parc saint Maur.
Travaux à prévoir."
155.0,VM94_157,Ormesson-sur-Marne 94490,"Achat maison 7 pièces 158 m², Ormesson-sur-Marne - 498 000 €",498 000 €,158 m²,7 pièces,5 chambres,,Jardin,,,,3 152 €/m²,Réf. de l’annonce : M1359,Publiée le 18 nov. 2020,Modifiée le 19 nov. 2020,Descriptif de cette maison à vendre de 7 pièces et 158 m²,"Maison Ormesson Sur Marne 7 pièce(s) 158 m2. En Exclusivité chez votre agence Stéphane Plaza Immobilier de Chennevières sur Marne, cette grande maison familiale sur un terrain de 465m² saura vous séduire par ses volumes et son grand jardin. Elle vous propose un salon/salle à manger avec accès direct au jardin, cuisine aménagée et équipée avec accès terrasse, wc et garage. A l'étage 4 chambres, wc, salle de bains (baignoire et douche). Dans les combles vous pouvez profitez d'un espace de 20m² pour créer une suite parentale ou une pièce de jeu... Un abri de jardin et la possibilité de garer plusieurs véhicules devant le garage ou sur un côté de la maison complètent ce bien.
Visite virtuelle sur demande !
Copropriété de 35 lots (Pas de procédure en cours)."
156.0,VM94_158,Le Perreux-sur-Marne 94170 (Centre-ville - Quais d'Argonne),"Achat maison 7 pièces 160 m², Le Perreux-sur-Marne - 890 000 €",890 000 €,160 m²,7 pièces,5 chambres,1 place de parking,Jardin,,,,5 563 €/m²,Réf. de l’annonce : 981,Publiée le 2 déc. 2020,Modifiée le 4 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 160 m²,"Maison Le Perreux Sur Marne 8 pièces. Le Perreux sur Marne - 94170 -
En Exclusivité Maison FAMILIALE EN CENTRE VILLE
L'ADRESSE vous propose de découvrir cette charmante Meulière Aujourd'hui Avec 7 pièces dont 4 à 5 chambres et son jardin arboré sur une parcelle de 488 m² vous apportent les espaces de vies et de loisirs nécessaires à votre famille.
A 3 minutes à pieds des commerces et 12 minutes du RER E de 'Nogent Le Perreux', Cette demeure rare en centre ville vous comblera."
157.0,VM94_159,Champigny-sur-Marne 94500 (Quatre Cités - Simonettes),"Achat maison 3 pièces 51 m², Champigny-sur-Marne - 295 000 €",295 000 €,51 m²,3 pièces,2 chambres,,Jardin,,,,5 784 €/m²,Réf. de l’annonce : 003039E1P7UM,Publiée le 1 déc. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 3 pièces et 51 m²,"Maison Champigny Sur Marne 3 pièce(s) 51 m2. Maison de caractère de 65 m² utilisables au charme fou à seulement 8 minutes à pied du RER avec joli jardin agrémenté d'un atelier propice à vos passions. Séjour de 21 m² avec cuisine ouverte aménagée, 2 chambres, bureau en mezzanine, salle d'eau, dressing, 2 wc. Il va falloir aller vite pour vous offrir de beau cadeau de Noël.."
158.0,VM94_160,Créteil 94000 (Buttes - Halage),"Achat maison 7 pièces 230 m², Créteil - 785 000 €",785 000 €,230 m²,7 pièces,6 chambres,2 places de parking,,,1 terrasse,,3 411 €/m²,,Publiée le 29 nov. 2020,Réf. de l’annonce : 720720b,Descriptif de cette maison à vendre de 7 pièces et 230 m²,"Maison 7pièces env. 230m2 Carré d'or. Limite Créteil à Bonneuil s/M , située au coeur du carré d'or et des rues très recherchées de la zone pavillonnaire de Bonneuil-sur-Marne , cette maison récente de 2018 d'environ 230m2 se compose au rez-de-chaussée d'une entrée ,cuisine entièrement équipée et aménagée, un beau séjour de 50m2 (hsp 2.70m) avec ses colonnes , moulures, rosaces, cimaises , consoles.. réalisés par un staffeur-ornemaniste de renom , terrasse d'environ 80m2, porte d'entrée garde-corps escaliers et balcons en fer forgé, local technique, wc , grandes baies vitrées, au 1er étage: grand couloir, 3 chambres dont une suite parentale de 25 m2 avec sa salle d'eau et son balcon terrasse de 7m2, buanderie, salle de bains et wc, au 3ème étage un dégagement, une salle d'eau avec wc , 3 chambres partiellement mansardées, un cellier avec conduit de linge vers buanderie. Cette maison offre une vue dégagée sur un beau jardin verdoyant offrant de multiples possibilitées d'aménagement . Terrasse avant de 56m2 avec emplacement de statio. 2 véhicules .Equipements: Portail et portillon elec. , alarme , vidéosurveillance,videophone, baies vitrées et fenêtres alu. motorisées avec centralisation et programmation hebdomadaires somfy, chaudière condensation frisquet, ballon thermodynamique , RT2012, chauffage au sol rdc, radiateurs aux étages, climatisation à tous les niveaux, systèmes audio. multirooms/int et ext. à tous les niveaux.Contacter le Voir le téléphone .
Belles prestations."
159.0,VM94_161,Fresnes 94260 (Charcot - Zola),"Achat maison 11 pièces 216 m², Fresnes - 699 900 €",699 900 €,"215,58 m²",11 pièces,9 chambres,,Jardin,,,,3 247 €/m²,Réf. de l’annonce : 24065,Publiée le 29 nov. 2020,Modifiée le 30 nov. 2020,Descriptif de cette maison à vendre de 11 pièces et 216 m²,"Idéal investisseur ou famille, Century 21 vous propose en exclusivité, une grande maison de 215 m² divisée en 2 habitations avec entrées séparées, garage, le tout sur un terrain de 465 m². Située à Fresnes proche de l'Aéroport d'Orly-Paris, du parc de sceaux, de la gare RER B et du TVM, dans un quartier résidentiel à proximité des écoles et des commerces. Ce bien offre une 1ère habitation de 147 m² comprenant 6 chambres, salon/séjour de 37 m² accès terrasse, cuisine 14 m², cellier, 2 salles de bains, 2 salles d'eau ; Plus une 2ème habitation en rez-de-jardin de 68 m² comprenant 3 chambres, séjour, cuisine, salle d'eau. Plusieurs possibilités s'offrent à vous : - soit mettre en location l'ensemble pour un revenu de 4200€ mensuel - soit faire d'une habitation votre résidence principale et louer le rez-de-jardin 1100€ pour un complément de revenu/retraite - soit profiter des 215 m² rien que pour vous ! Ne tardez pas belle opportunité !"
160.0,VM94_162,Villeneuve-Saint-Georges 94190 (Fort),"Achat maison 4 pièces 85 m², Villeneuve-Saint-Georges - 364 500 €",364 500 €,85 m²,4 pièces,3 chambres,3 places de parking,Jardin,,2 terrasses,,4 288 €/m²,Réf. de l’annonce : 425,Publiée le 28 nov. 2020,Modifiée le 6 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 85 m²,"Maison Villeneuve Saint Georges. MAISON 4 PIÈCES AU CALME - AVEC TERRASSE
À vendre : à VILLENEUVE SAINT GEORGES (94190) venez découvrir cette maison de 4 pièces au calme de 85 m² et de 604 m² de terrain. Elle est aménagée comme suit : un séjour double de 23 m², une cuisine aménagée et équipée et trois chambres (entre 8 et 14 m²). Elle inclut aussi une salle de bains et des toilettes. Elle offre aussi un couloir. Un chauffage convecteur fonctionnant à l'électricité est installé dans la maison.
Deux terrasses et un jardin complètent cette maison, un gain d'espace et de confort bienvenu.
C'est une maison de plain-pied construite en 1980. L'intérieur nécessite d'être rafraîchi. Un garage et trois places de parking sont prévus pour stationner les véhicules.
Le bien se trouve à 10,1 km des commerces. On trouve des établissements scolaires de tous types à moins de 10 minutes de la maison. Il y a un arrêt de bus à cinq minutes du bien. Vous trouverez un théâtre. On trouve aussi un bureau de poste et de nombreux restaurants à quelques minutes du logement. Enfin le marché Rue Janin anime le quartier toutes les semaines.
Contactez-nous pour obtenir de plus amples renseignements sur cette maison en vente à VILLENEUVE SAINT GEORGES."
161.0,VM94_163,Joinville-le-Pont 94340 (Palissy),"Achat maison 7 pièces 122 m², Joinville-le-Pont - 899 000 €",899 000 €,"121,57 m²",7 pièces,3 chambres,1 place de parking,Jardin,,,,7 395 €/m²,Réf. de l’annonce : 24297,Publiée le 27 nov. 2020,Modifiée le 28 nov. 2020,Descriptif de cette maison à vendre de 7 pièces et 122 m²,"JOINVILLE LE PONT. Au coeur du quartier pavillonnaire de Palissy. Vous serez séduits par cette maison de plus de 210m² de surface totale, élevée sur une parcelle de 360m² comprenant au rez-de-chaussée une cuisine américaine, un grand séjour donnant sur la terrasse, le jardin et une suite parentale. A l'étage, deux chambres, une salle de bains et WC. Le sous-sol total est aménagé d'un grand bureau avec une salle d'eau/WC, salle de jeux, buanderie, cave a vin,... . Votre quotidien sera des plus agréables par la proximité des bords de Marne ainsi que des écoles (école maternelle Petit Gibus, école primaire Bernard Palissy), du gymnase Pierre Lecuirot, des commerces (Picard, Franprix, bio, boulangeries, boucheries, fleuriste, buraliste, coiffeurs, pharmacies) et du RER A à moins de 15 minutes à pieds."
162.0,VM94_164,Maison à vendre à Nogent-sur-Marne (94130),Maison à vendre Nogent-sur-Marne (94130) - Achat maison - Bien’ici,,,,,,,,,,,,,,,
